"NOME_MUNICIPIO","UF","POP_TOT","POP_URB","TOT_COLETADO","REALIZA_COLETA","POP_ATENDIDA","TOT_RECUPERADO","PAPEL","PLASTICO","METAIS","VIDROS","OUTROS"
"Santo Antônio","RN","23,988.00","15,419.00","","Não","","","","","","",""
"Santo Antônio da Alegria","SP","6,880.00","5,096.00","48.00","Sim","5,096.00","47.00","11.00","10.00","10.00","12.00","4.00"
"Santo Antônio da Patrulha","RS","42,648.00","30,213.00","","Não","","420.90","0.00","0.00","0.00","0.00","420.90"
"Santo Antônio da Platina","PR","45,728.00","39,557.00","1500.00","Sim","19,700.00","1,212.00","360.00","334.00","343.00","79.00","96.00"
"Santo Antônio das Missões","RS","10,305.00","6,240.00","","Não","","","","","","",""
"Santo Antônio de Goiás","GO","6,123.00","5,561.00","150.00","Sim","2,500.00","134.00","48.00","20.00","50.00","13.00","3.00"
"Santo Antônio de Jesus","BA","100,605.00","87,683.00","","Não","","1,363.60","954.50","300.00","27.30","0.00","81.80"
"Santo Antônio de Lisboa","PI","6,388.00","4,169.00","","Não","","","","","","",""
"Santo Antônio de Pádua","RJ","42,359.00","32,456.00","1145.00","Sim","32,000.00","1,000.00","300.00","300.00","100.00","0.00","300.00"
"Santo Antônio de Posse","SP","23,085.00","21,055.00","685.00","Sim","10,500.00","527.60","241.70","71.00","42.70","36.20","136.00"
"Santo Antônio do Amparo","MG","18,434.00","16,141.00","","Não","","","","","","",""
"Santo Antônio do Içá","AM","21,966.00","11,617.00","","Não","","","","","","",""
"Santo Antônio do Itambé","MG","3,877.00","1,153.00","","Não","","","","","","",""
"Santo Antônio do Leste","MT","5,023.00","2,835.00","","Não","","67.00","24.00","8.00","17.00","2.00","16.00"
"Santo Antônio do Planalto","RS","2,020.00","1,253.00","","Não","","","","","","",""
"Santo Antônio do Retiro","MG","7,256.00","1,659.00","","Não","","110.00","","","","",""
"Santo Antônio dos Milagres","PI","2,155.00","845.00","","Não","","","","","","",""
"Santo Antônio do Sudoeste","PR","20,069.00","14,564.00","","Não","","","","","","",""
"Santo Augusto","RS","13,923.00","11,343.00","","Não","","","","","","",""
"Santo Cristo","RS","14,300.00","7,739.00","60.00","Sim","7,739.00","50.00","50.00","0.00","0.00","0.00","0.00"
"Santo Estêvão","BA","52,413.00","30,312.00","","Não","","","","","","",""
"Santo Expedito","SP","3,086.00","2,728.00","70.00","Sim","1,500.00","69.70","26.90","12.00","16.00","14.00","0.80"
"Santo Inácio","PR","5,431.00","4,329.00","","Não","","","","","","",""
"Santópolis do Aguapeí","SP","4,736.00","4,577.00","","Não","","","","","","",""
"Santos","SP","432,957.00","432,633.00","12254.00","Sim","432,633.00","11,270.80","3,925.70","1,861.80","1,110.90","1,810.00","2,562.40"
"Santos Dumont","MG","46,555.00","41,562.00","","Não","","","","","","",""
"São Benedito","CE","46,949.00","26,094.00","","Não","","","","","","",""
"São Bento do Sapucaí","SP","10,862.00","5,230.00","12.00","Sim","2,500.00","11.00","2.00","2.00","2.00","1.00","4.00"
"São Bento do Sul","SC","83,576.00","79,591.00","854.00","Sim","79,591.00","658.30","409.00","144.00","85.00","19.00","1.30"
"São Bento do Tocantins","TO","5,256.00","3,098.00","","Não","","","","","","",""
"São Bento do Una","PE","58,956.00","30,893.00","","Não","","","","","","",""
"São Bernardino","SC","2,386.00","641.00","12.00","Sim","","11.00","6.00","3.00","2.00","0.00","0.00"
"São Bernardo do Campo","SP","833,240.00","819,301.00","12356.00","Sim","811,927.00","7,020.00","","","","",""
"São Bonifácio","SC","2,862.00","652.00","58.30","Sim","652.00","48.50","20.50","11.50","8.50","8.00","0.00"
"São Borja","RS","60,557.00","54,142.00","","Não","","","","","","",""
"São Brás","AL","6,953.00","3,294.00","","Não","","","","","","",""
"São Braz do Piauí","PI","4,444.00","1,052.00","","Não","","","","","","",""
"São Caetano de Odivelas","PA","17,970.00","7,402.00","","Não","","","","","","",""
"São Caetano do Sul","SP","160,275.00","160,275.00","1521.90","Sim","160,275.00","950.90","282.60","281.90","48.90","250.60","86.90"
"São Caitano","PE","37,119.00","28,495.00","","Não","","","","","","",""
"São Carlos","SC","11,191.00","7,506.00","15.00","Sim","6,000.00","12.00","3.00","3.00","5.00","0.00","1.00"
"São Carlos","SP","249,415.00","239,426.00","1307.00","Sim","74,825.00","601.50","324.90","80.10","91.90","101.30","3.30"
"São Carlos do Ivaí","PR","6,834.00","6,108.00","260.00","Sim","6,108.00","197.00","45.00","55.00","25.00","72.00","0.00"
"São Cristóvão","SE","89,027.00","75,256.00","","Não","","10.00","1.00","2.00","2.00","2.00","3.00"
"São Cristovão do Sul","SC","5,499.00","4,169.00","","Não","","12.00","1.00","2.00","5.00","1.00","3.00"
"São Desidério","BA","33,193.00","10,360.00","","Não","","","","","","",""
"São Domingos","SC","9,457.00","6,290.00","","Não","","250.00","","","","",""
"São Domingos do Araguaia","PA","25,358.00","16,723.00","","Não","","","","","","",""
"São Domingos do Cariri","PB","2,581.00","1,103.00","","Não","","","","","","",""
"São Domingos do Prata","MG","17,393.00","10,527.00","","Não","","","","","","",""
"São Domingos do Sul","RS","3,065.00","1,831.00","600.00","Sim","1,831.00","108.00","28.00","28.00","23.00","18.00","11.00"
"São Félix de Minas","MG","3,377.00","2,086.00","","Não","","","","","","",""
"São Félix do Araguaia","MT","11,615.00","6,754.00","","Não","","","","","","",""
"São Félix do Coribe","BA","15,310.00","12,422.00","","Não","","","","","","",""
"São Félix do Xingu","PA","124,763.00","61,621.00","288.00","Sim","","","","","","",""
"São Fidélis","RJ","38,626.00","30,535.00","","Não","","","","","","",""
"São Francisco","MG","56,163.00","35,688.00","","Não","","","","","","",""
"São Francisco","PB","3,371.00","1,366.00","","Não","","","","","","",""
"São Francisco","SE","3,987.00","2,795.00","","Não","","","","","","",""
"São Francisco","SP","2,826.00","2,193.00","","Não","","","","","","",""
"São Francisco de Assis","RS","18,471.00","12,946.00","0.50","Sim","11,946.00","0.20","","","","",""
"São Francisco de Assis do Piauí","PI","5,731.00","1,471.00","","Não","","","","","","",""
"São Francisco de Goiás","GO","6,260.00","4,566.00","","Não","","","","","","",""
"São Francisco de Itabapoana","RJ","42,201.00","21,524.00","","Não","","","","","","",""
"São Francisco de Paula","MG","6,535.00","4,688.00","","Não","","","","","","",""
"São Francisco de Paula","RS","21,633.00","13,698.00","","Não","","73.00","27.00","33.00","1.00","2.00","10.00"
"São Francisco de Sales","MG","6,200.00","4,650.00","","Não","","","","","","",""
"São Francisco do Glória","MG","4,889.00","2,957.00","","Não","","","","","","",""
"São Francisco do Oeste","RN","4,200.00","3,196.00","","Não","","","","","","",""
"São Francisco do Sul","SC","51,677.00","47,994.00","1580.00","Sim","47,514.00","557.00","103.00","49.00","11.00","34.00","360.00"
"São Gabriel do Oeste","MS","26,363.00","22,916.00","1520.00","Sim","22,916.00","488.00","255.00","158.00","52.00","23.00","0.00"
"São Geraldo","MG","12,164.00","8,617.00","","Não","","1.00","0.20","0.20","0.20","0.20","0.20"
"São Geraldo da Piedade","MG","4,015.00","964.00","12.00","Sim","482.00","3.00","0.90","1.10","0.00","1.00","0.00"
"São Gonçalo","RJ","1,077,687.00","1,076,901.00","","Não","","","","","","",""
"São Gonçalo do Abaeté","MG","6,923.00","4,606.00","","Não","","","","","","",""
"São Gonçalo do Amarante","CE","48,516.00","31,545.00","","Não","","","","","","",""
"São Gonçalo do Gurguéia","PI","3,025.00","1,305.00","","Não","","","","","","",""
"São Gonçalo do Piauí","PI","4,999.00","3,478.00","","Não","","","","","","",""
"São Gonçalo do Rio Abaixo","MG","10,818.00","5,144.00","252.00","Sim","4,720.00","242.00","","","","",""
"São Gonçalo do Rio Preto","MG","3,161.00","2,021.00","","Não","","","","","","",""
"São Gonçalo dos Campos","BA","37,139.00","18,417.00","","Não","","","","","","",""
"São Gotardo","MG","35,145.00","33,203.00","","Não","","","","","","",""
"São Jerônimo da Serra","PR","11,213.00","5,599.00","380.00","Sim","2,800.00","320.00","50.00","100.00","110.00","40.00","20.00"
"São João","PR","10,303.00","6,547.00","610.00","Sim","6,500.00","300.00","","","","",""
"São João Batista","SC","36,244.00","32,505.00","2353.70","Sim","32,505.00","1,743.50","575.30","435.90","261.50","348.70","122.10"
"São João Batista do Glória","MG","7,407.00","6,030.00","1980.00","Sim","6,000.00","304.00","104.00","116.00","67.00","17.00","0.00"
"São João da Baliza","RR","8,052.00","5,656.00","","Não","","300.00","0.00","0.00","300.00","0.00","0.00"
"São João da Barra","RJ","36,138.00","28,354.00","","Não","","","","","","",""
"São João da Canabrava","PI","4,602.00","1,277.00","","Não","","","","","","",""
"São João d Aliança","GO","13,387.00","8,776.00","","Não","","","","","","",""
"São João da Paraúna","GO","1,417.00","1,071.00","","Não","","","","","","",""
"São João das Missões","MG","12,899.00","2,693.00","","Não","","","","","","",""
"São João da Varjota","PI","4,832.00","1,443.00","","Não","","","","","","",""
"São João del Rei","MG","89,653.00","84,758.00","432.00","Sim","4,950.00","360.00","240.00","72.00","36.00","0.00","12.00"
"São João de Meriti","RJ","471,888.00","471,888.00","","Não","","","","","","",""
"São João do Cariri","PB","4,313.00","2,330.00","","Não","","","","","","",""
"São João do Itaperiú","SC","3,707.00","2,077.00","31.30","Sim","2,037.00","22.90","12.60","5.70","2.30","2.30","0.00"
"São João do Ivaí","PR","10,386.00","7,997.00","1263.80","Sim","7,997.00","212.00","","","","",""
"São João do Jaguaribe","CE","7,691.00","3,085.00","","Não","","","","","","",""
"São João do Manteninha","MG","5,798.00","3,247.00","","Não","","108.60","13.00","3.60","90.00","2.00","0.00"
"São João do Oeste","SC","6,359.00","2,232.00","647.00","Sim","2,232.00","162.00","50.90","63.30","13.10","15.40","19.30"
"São João do Oriente","MG","7,553.00","6,067.00","","Não","","","","","","",""
"São João do Pacuí","MG","4,389.00","2,077.00","","Não","","","","","","",""
"São João do Paraíso","MG","23,524.00","10,788.00","","Não","","","","","","",""
"São João do Piauí","PI","20,537.00","14,151.00","","Não","","","","","","",""
"São João do Polêsine","RS","2,561.00","1,316.00","130.00","Sim","1,100.00","100.00","","","","",""
"São João do Rio do Peixe","PB","17,941.00","6,787.00","","Não","","","","","","",""
"São João do Sabugi","RN","6,179.00","4,962.00","","Não","","348.00","96.00","240.00","6.00","1.20","4.80"
"São João dos Patos","MA","25,860.00","21,336.00","","Não","","801.00","50.00","250.00","500.00","1.00","0.00"
"São João do Sul","SC","7,280.00","1,634.00","","Não","","","","","","",""
"São João do Triunfo","PR","14,996.00","4,430.00","","Não","","","","","","",""
"São João Evangelista","MG","15,781.00","10,256.00","203.00","Sim","","184.00","20.00","70.00","70.00","4.00","20.00"
"São João Nepomuceno","MG","26,272.00","24,991.00","","Não","","","","","","",""
"São Joaquim","SC","26,763.00","18,955.00","","Não","","","","","","",""
"São Joaquim da Barra","SP","51,447.00","50,525.00","336.00","Sim","25,009.00","300.00","","","","",""
"São Joaquim de Bicas","MG","30,989.00","22,570.00","","Não","","150.00","","","","",""
"São Joaquim do Monte","PE","21,314.00","14,691.00","","Não","","","","","","",""
"São Jorge","RS","2,757.00","1,442.00","","Não","","","","","","",""
"São Jorge D Oeste","PR","9,074.00","5,208.00","","Não","","","","","","",""
"São Jorge do Ivaí","PR","5,559.00","4,817.00","260.00","Sim","4,817.00","256.00","90.00","60.00","31.00","42.00","33.00"
"São Jorge do Patrocínio","PR","5,698.00","3,338.00","182.00","Sim","3,338.00","159.00","","","","",""
"São José","SC","242,927.00","240,042.00","1302.00","Sim","240,042.00","1,085.00","271.00","326.00","163.00","163.00","162.00"
"São José da Bela Vista","SP","8,895.00","7,920.00","","Não","","","","","","",""
"São José da Boa Vista","PR","6,254.00","3,711.00","645.00","Sim","3,711.00","95.00","","","","",""
"São José da Lapa","MG","23,385.00","13,465.00","","Não","","","","","","",""
"São José da Safira","MG","4,255.00","3,075.00","","Não","","","","","","",""
"São José das Palmeiras","PR","3,682.00","2,318.00","","Não","","","","","","",""
"São José da Varginha","MG","4,927.00","2,784.00","","Não","","44.00","13.00","9.00","5.00","7.00","10.00"
"São José de Caiana","PB","6,255.00","2,840.00","","Não","","","","","","",""
"São José de Mipibu","RN","43,640.00","20,003.00","","Não","","","","","","",""
"São José de Ubá","RJ","7,134.00","3,156.00","30.50","Sim","1,800.00","22.00","10.00","11.00","0.50","0.00","0.50"
"São José do Bonfim","PB","3,526.00","1,484.00","","Não","","","","","","",""
"São José do Brejo do Cruz","PB","1,791.00","1,019.00","","Não","","","","","","",""
"São José do Calçado","ES","10,566.00","8,477.00","","Não","","","","","","",""
"São José do Cedro","SC","13,838.00","8,542.00","","Não","","110.00","20.00","25.00","20.00","45.00","0.00"
"São José do Cerrito","SC","8,421.00","2,263.00","","Não","","","","","","",""
"São José do Divino","MG","3,865.00","2,747.00","","Não","","4.00","1.00","1.00","1.00","1.00","0.00"
"São José do Egito","PE","33,789.00","22,251.00","","Não","","","","","","",""
"São José do Goiabal","MG","5,454.00","3,570.00","","Não","","60.00","12.00","12.00","12.00","12.00","12.00"
"São José do Herval","RS","2,000.00","787.00","","Não","","","","","","",""
"São José do Hortêncio","RS","4,739.00","3,062.00","","Não","","26.00","","","","",""
"São José do Inhacorá","RS","2,091.00","791.00","57.00","Sim","791.00","40.00","10.00","10.00","10.00","10.00","0.00"
"São José do Ouro","RS","6,945.00","4,449.00","90.00","Sim","2,200.00","80.00","20.00","16.00","22.00","10.00","12.00"
"São José do Rio Claro","MT","20,312.00","15,620.00","","Não","","","","","","",""
"São José do Rio Pardo","SP","54,763.00","48,494.00","12.00","Sim","20,000.00","10.00","2.00","2.00","2.00","4.00","0.00"
"São José do Rio Preto","SP","456,245.00","428,566.00","2652.90","Sim","13,687.00","29,330.70","","","","",""
"São José do Sabugi","PB","4,134.00","2,659.00","","Não","","","","","","",""
"São José dos Ausentes","RS","3,509.00","2,199.00","","Não","","","","","","",""
"São José dos Campos","SP","713,943.00","699,419.00","14788.60","Sim","160,450.00","2,833.60","1,218.90","856.20","365.30","383.60","9.60"
"São José do Seridó","RN","4,602.00","3,592.00","","Não","","","","","","",""
"São José dos Pinhais","PR","317,476.00","284,654.00","2299.00","Sim","284,654.00","1,643.00","368.00","390.00","380.00","302.00","203.00"
"São José do Sul","RS","2,378.00","822.00","","Não","","","","","","",""
"São José do Vale do Rio Preto","RJ","21,670.00","9,638.00","","Não","","","","","","",""
"São Leopoldo","RS","234,947.00","234,015.00","3426.30","Sim","234,015.00","3,083.60","","","","",""
"São Lourenço da Mata","PE","112,362.00","105,681.00","","Não","","","","","","",""
"São Lourenço do Oeste","SC","23,857.00","18,480.00","300.00","Sim","18,480.00","200.00","","","","",""
"São Lourenço do Sul","RS","43,625.00","24,526.00","370.20","Sim","24,526.00","306.40","","","","",""
"São Luís","MA","1,094,667.00","1,033,922.00","25509.40","Sim","","21,867.80","542.50","269.50","154.00","451.50","20,450.30"
"São Luís de Montes Belos","GO","33,470.00","29,626.00","","Não","","","","","","",""
"São Luís do Curu","CE","12,938.00","8,352.00","","Não","","","","","","",""
"São Luís do Paraitinga","SP","10,684.00","6,351.00","1000.00","Sim","","800.00","400.00","100.00","200.00","50.00","50.00"
"São Luis do Piauí","PI","2,642.00","840.00","","Não","","","","","","",""
"São Luiz","RR","7,860.00","5,188.00","","Não","","","","","","",""
"São Mamede","PB","7,745.00","5,927.00","","Não","","","","","","",""
"São Manoel do Paraná","PR","2,158.00","1,192.00","378.00","Sim","500.00","150.00","","","","",""
"São Manuel","SP","40,781.00","39,793.00","640.00","Sim","39,793.00","581.50","340.00","122.70","5.70","108.30","4.80"
"São Marcos","RS","21,449.00","18,776.00","4387.00","Sim","18,776.00","330.00","93.00","127.00","65.00","39.00","6.00"
"São Martinho","SC","3,189.00","1,223.00","","Não","","180.00","","","","",""
"São Mateus","ES","128,542.00","99,672.00","410.00","Sim","30,000.00","350.00","240.00","60.00","40.00","5.00","5.00"
"São Mateus do Maranhão","MA","41,350.00","30,370.00","","Não","","","","","","",""
"São Mateus do Sul","PR","45,806.00","28,540.00","315.00","Sim","26,200.00","238.00","","","","",""
"São Miguel","RN","23,380.00","15,300.00","","Não","","","","","","",""
"São Miguel das Missões","RS","7,663.00","3,849.00","216.00","Sim","1,900.00","101.00","","","","",""
"São Miguel de Taipu","PB","7,124.00","3,167.00","","Não","","","","","","",""
"São Miguel do Anta","MG","6,933.00","3,842.00","","Não","","221.00","90.00","80.00","35.00","6.00","10.00"
"São Miguel do Guamá","PA","58,328.00","36,064.00","","Não","","","","","","",""
"São Miguel do Oeste","SC","40,090.00","35,407.00","960.00","Sim","35,407.00","682.00","252.00","141.00","48.00","240.00","1.00"
"São Miguel do Passa Quatro","GO","4,032.00","2,226.00","","Não","","","","","","",""
"São Nicolau","RS","5,325.00","3,433.00","360.00","Sim","2,800.00","73.00","","","","",""
"São Paulo","SP","12,176,866.00","12,067,407.00","76907.00","Sim","9,653,925.00","33,426.70","21,529.20","5,893.80","2,329.10","2,634.50","1,040.10"
"São Paulo das Missões","RS","5,863.00","2,026.00","408.00","Sim","2,026.00","72.00","25.00","10.00","30.00","7.00","0.00"
"São Paulo de Olivença","AM","38,515.00","17,483.00","","Não","","","","","","",""
"São Pedro da Serra","RS","3,758.00","1,620.00","902.00","Sim","1,620.00","266.00","79.80","66.50","53.20","26.60","39.90"
"São Pedro da União","MG","4,709.00","2,598.00","","Não","","","","","","",""
"São Pedro de Alcântara","SC","5,709.00","4,526.00","120.00","Sim","3,300.00","90.00","20.00","20.00","32.00","8.00","10.00"
"São Pedro do Butiá","RS","2,946.00","1,240.00","","Não","","120.00","","","","",""
"São Pedro do Iguaçu","PR","5,976.00","3,733.00","","Não","","","","","","",""
"São Pedro do Ivaí","PR","10,915.00","8,636.00","360.00","Sim","8,636.00","288.00","","","","",""
"São Pedro do Paraná","PR","2,338.00","1,531.00","280.00","Sim","1,531.00","250.00","180.00","30.00","35.00","3.00","2.00"
"São Pedro do Sul","RS","16,250.00","11,843.00","","Não","","","","","","",""
"São Pedro do Turvo","SP","7,636.00","5,463.00","210.00","Sim","","142.00","38.00","27.00","45.00","9.00","23.00"
"São Raimundo das Mangabeiras","MA","18,755.00","13,452.00","","Não","","","","","","",""
"São Romão","MG","12,139.00","7,642.00","","Não","","","","","","",""
"São Roque de Minas","MG","7,026.00","4,437.00","","Não","","335.00","138.00","89.00","97.00","9.00","2.00"
"São Roque do Canaã","ES","12,318.00","6,102.00","1.70","Sim","2,500.00","1.40","","","","",""
"São Salvador do Tocantins","TO","3,070.00","1,675.00","","Não","","","","","","",""
"São Sebastião da Amoreira","PR","8,847.00","7,788.00","","Não","","","","","","",""
"São Sebastião da Boa Vista","PA","26,301.00","11,371.00","","Não","","","","","","",""
"São Sebastião da Grama","SP","12,205.00","8,041.00","","Não","","171.40","42.50","10.70","15.50","31.00","71.70"
"São Sebastião de Lagoa de Roça","PB","11,753.00","4,959.00","","Não","","","","","","",""
"São Sebastião do Caí","RS","25,467.00","20,446.00","4800.00","Sim","8,500.00","384.00","115.20","96.00","76.80","38.40","57.60"
"São Sebastião do Maranhão","MG","10,129.00","3,092.00","","Não","","","","","","",""
"São Sebastião do Oeste","MG","6,684.00","3,739.00","","Não","","","","","","",""
"São Sebastião do Paraíso","MG","70,450.00","65,000.00","347.00","Sim","65,000.00","267.30","178.80","25.70","20.90","26.40","15.50"
"São Sebastião do Rio Verde","MG","2,231.00","1,397.00","","Não","","","","","","",""
"São Sebastião do Tocantins","TO","4,757.00","3,646.00","","Não","","","","","","",""
"São Sebastião do Umbuzeiro","PB","3,466.00","2,247.00","","Não","","","","","","",""
"São Simão","GO","20,297.00","19,372.00","","Não","","","","","","",""
"São Simão","SP","15,257.00","13,749.00","","Não","","","","","","",""
"São Thomé das Letras","MG","7,056.00","4,089.00","","Não","","","","","","",""
"São Tiago","MG","10,922.00","8,761.00","1767.80","Sim","8,471.00","155.80","49.90","51.00","22.30","26.20","6.40"
"São Tomás de Aquino","MG","7,042.00","5,482.00","604.00","Sim","5,482.00","302.00","","","","",""
"São Valentim","RS","3,341.00","1,604.00","","Não","","","","","","",""
"São Valentim do Sul","RS","2,239.00","770.00","300.00","Sim","770.00","60.00","30.00","18.00","6.00","6.00","0.00"
"São Valério","TO","4,017.00","2,496.00","","Não","","","","","","",""
"São Valério do Sul","RS","2,724.00","525.00","","Não","","","","","","",""
"São Vendelino","RS","2,219.00","1,544.00","340.50","Sim","1,500.00","12.70","","","","",""
"São Vicente","SP","363,173.00","362,487.00","1701.30","Sim","301,443.00","578.00","","","","",""
"São Vicente de Minas","MG","7,687.00","6,516.00","405.00","Sim","6,516.00","324.60","164.00","103.00","38.00","13.00","6.60"
"São Vicente do Sul","RS","8,710.00","6,069.00","","Não","","","","","","",""
"Sapé","PB","52,443.00","39,890.00","","Não","","","","","","",""
"Sapezal","MT","25,054.00","20,942.00","696.00","Sim","14,000.00","480.00","290.00","95.00","70.00","15.00","10.00"
"Sapiranga","RS","81,198.00","78,275.00","18275.00","Sim","77,420.00","1,216.00","423.00","426.00","107.00","258.00","2.00"
"Sapopema","PR","6,751.00","3,560.00","130.00","Sim","3,500.00","128.50","67.00","43.00","15.00","0.00","3.50"
"Sapucaia do Sul","RS","140,311.00","139,788.00","417.00","Sim","57,528.00","290.10","128.80","53.70","51.40","48.30","7.90"
"Sapucaí-Mirim","MG","6,869.00","4,164.00","","Não","","","","","","",""
"Saquarema","RJ","87,704.00","83,240.00","0.00","Sim","","","","","","",""
"Sarandi","PR","95,543.00","94,735.00","190.00","Sim","23,000.00","171.00","47.50","38.00","76.00","9.50","0.00"
"Sarandi","RS","24,205.00","20,401.00","3800.00","Sim","9,721.00","1.00","0.00","1.00","0.00","0.00","0.00"
"Sarapuí","SP","10,177.00","7,493.00","","Não","","","","","","",""
"Sardoá","MG","6,236.00","2,226.00","","Não","","","","","","",""
"Sarutaiá","SP","3,646.00","2,977.00","72.50","Sim","","65.00","","","","",""
"Sarzedo","MG","32,069.00","31,719.00","","Não","","","","","","",""
"Saudades","SC","9,679.00","5,500.00","","Não","","","","","","",""
"Schroeder","SC","20,728.00","18,545.00","375.00","Sim","18,545.00","370.00","","","","",""
"Seara","SC","17,506.00","11,976.00","","Não","","336.00","30.00","120.00","40.00","130.00","16.00"
"Sebastião Laranjeiras","BA","11,351.00","4,470.00","","Não","","","","","","",""
"Sebastião Leal","PI","4,286.00","2,001.00","","Não","","","","","","",""
"Seberi","RS","10,788.00","5,864.00","1695.30","Sim","5,864.00","204.20","75.40","78.80","21.30","28.70","0.00"
"Sede Nova","RS","2,924.00","1,535.00","222.90","Sim","1,535.00","43.00","12.00","8.80","6.60","4.40","11.20"
"Selbach","RS","5,093.00","3,565.00","","Não","","","","","","",""
"Selvíria","MS","6,515.00","4,945.00","","Não","","","","","","",""
"Senador Alexandre Costa","MA","11,067.00","6,651.00","","Não","","","","","","",""
"Senador Amaral","MG","5,352.00","3,180.00","","Não","","","","","","",""
"Senador Cortes","MG","2,007.00","1,526.00","","Não","","","","","","",""
"Senador Firmino","MG","7,764.00","5,029.00","","Não","","113.00","7.00","16.00","38.00","41.00","11.00"
"Senador José Porfírio","PA","11,839.00","5,872.00","","Não","","","","","","",""
"Senador Modestino Gonçalves","MG","4,209.00","1,659.00","","Não","","","","","","",""
"Senador Pompeu","CE","26,664.00","15,822.00","","Não","","","","","","",""
"Senador Rui Palmeira","AL","13,818.00","4,177.00","","Não","","","","","","",""
"Senador Salgado Filho","RS","2,788.00","872.00","","Não","","","","","","",""
"Sengés","PR","19,267.00","15,807.00","40.00","Sim","12,000.00","10.00","","","","",""
"Senhora de Oliveira","MG","5,786.00","3,315.00","576.00","Sim","3,315.00","120.30","46.80","48.30","15.20","10.00","0.00"
"Senhor do Bonfim","BA","78,588.00","60,791.00","","Não","","","","","","",""
"Sentinela do Sul","RS","5,553.00","1,370.00","","Não","","","","","","",""
"Sento Sé","BA","40,703.00","23,575.00","","Não","","","","","","",""
"Serafina Corrêa","RS","17,198.00","14,545.00","628.80","Sim","14,000.00","565.90","","","","",""
"Sericita","MG","7,319.00","3,818.00","","Não","","","","","","",""
"Seringueiras","RO","11,860.00","4,484.00","297.50","Sim","4,484.00","8.50","","","","",""
"Sério","RS","2,000.00","465.00","","Não","","","","","","",""
"Seritinga","MG","1,848.00","1,532.00","","Não","","69.00","","","","",""
"Serra","ES","507,598.00","504,104.00","385.40","Sim","","250.10","55.10","59.00","35.00","81.00","20.00"
"Serra Alta","SC","3,270.00","1,827.00","","Não","","","","","","",""
"Serra Azul","SP","14,334.00","10,209.00","","Não","","","","","","",""
"Serra Azul de Minas","MG","4,293.00","1,740.00","","Não","","","","","","",""
"Serra Caiada","RN","10,266.00","6,221.00","","Não","","","","","","",""
"Serra da Raiz","PB","3,141.00","2,093.00","","Não","","","","","","",""
"Serra do Ramalho","BA","31,532.00","6,253.00","","Não","","","","","","",""
"Serra do Salitre","MG","11,493.00","8,449.00","","Não","","","","","","",""
"Serra Dourada","BA","17,452.00","5,783.00","","Não","","","","","","",""
"Serra Grande","PB","3,089.00","1,844.00","","Não","","","","","","",""
"Serrana","SP","44,555.00","44,083.00","","Não","","","","","","",""
"Serra Negra","SP","29,001.00","25,161.00","0.00","Sim","","","","","","",""
"Serra Negra do Norte","RN","8,065.00","5,187.00","","Não","","","","","","",""
"Serrania","MG","7,670.00","6,688.00","180.00","Sim","3,000.00","160.00","40.00","30.00","40.00","30.00","20.00"
"Serranópolis","GO","8,445.00","6,247.00","","Não","","","","","","",""
"Serranópolis de Minas","MG","4,752.00","1,856.00","35.00","Sim","1,856.00","33.50","13.00","8.00","3.60","4.30","4.60"
"Serranópolis do Iguaçu","PR","4,513.00","2,294.00","211.00","Sim","2,294.00","182.00","79.00","66.00","32.00","5.00","0.00"
"Serraria","PB","6,131.00","3,408.00","","Não","","","","","","",""
"Serra Talhada","PE","85,774.00","66,334.00","600.00","Sim","32,500.00","35.00","10.00","10.00","5.00","0.00","10.00"
"Serrinha","BA","80,411.00","49,431.00","","Não","","","","","","",""
"Serrinha dos Pintos","RN","4,784.00","2,533.00","","Não","","","","","","",""
"Serrita","PE","19,133.00","6,634.00","","Não","","","","","","",""
"Serro","MG","20,993.00","12,993.00","","Não","","132.20","72.30","40.10","19.80","0.00","0.00"
"Sertaneja","PR","5,355.00","4,700.00","","Não","","","","","","",""
"Sertânia","PE","35,761.00","19,641.00","","Não","","","","","","",""
"Sertanópolis","PR","16,323.00","14,312.00","3000.00","Sim","12,000.00","85.00","17.00","43.00","9.00","16.00","0.00"
"Sertão","RS","5,519.00","2,970.00","","Não","","120.00","","","","",""
"Sertão Santana","RS","6,433.00","1,405.00","","Não","","","","","","",""
"Sertãozinho","PB","4,958.00","3,627.00","","Não","","","","","","",""
"Sertãozinho","SP","124,453.00","122,981.00","840.00","Sim","122,981.00","623.40","215.50","175.20","52.20","135.50","45.00"
"Sete Barras","SP","12,884.00","7,124.00","96.00","Sim","7,124.00","85.00","","","","",""
"Sete Lagoas","MG","237,286.00","231,529.00","899.00","Sim","48,400.00","567.00","","","","",""
"Severiano de Almeida","RS","3,685.00","1,342.00","420.00","Sim","1,342.00","106.00","30.00","45.00","18.00","8.00","5.00"
"Siderópolis","SC","13,920.00","10,764.00","96.70","Sim","10,724.00","75.00","","","","",""
"Sidrolândia","MS","56,081.00","36,981.00","30.00","Sim","2,000.00","27.20","21.60","4.20","0.00","0.00","1.40"
"Silvânia","GO","20,573.00","13,654.00","","Não","","","","","","",""
"Silvanópolis","TO","5,378.00","4,309.00","","Não","","129.00","129.00","0.00","0.00","0.00","0.00"
"Silveira Martins","RS","2,394.00","1,066.00","","Não","","","","","","",""
"Silveirânia","MG","2,258.00","1,472.00","","Não","","","","","","",""
